CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct;
803347908;Existing Customer;34;F;1;Graduate;Single;Less than $40K;Gold;28;4;3;15987;0;15987;2327;65;
817285758;Existing Customer;49;M;4;Graduate;Single;$80K - $120K;Blue;33;5;5;16435;0;16435;1721;56;
711480108;Existing Customer;37;M;4;High School;Married;$60K - $80K;Blue;24;3;1;5335;2145;3190;1888;43;
709662708;Existing Customer;65;M;1;High School;Married;$40K - $60K;Blue;53;3;3;3506;1604;1902;1953;61;
709224858;Existing Customer;53;M;2;Post-Graduate;Married;$80K - $120K;Blue;36;5;1;3610;1629;1981;1652;40;
821771508;Existing Customer;32;M;0;High School;Married;$40K - $60K;Blue;28;5;1;3172;2055;1117;1939;36;
712216533;Existing Customer;44;M;5;Unknown;Single;$80K - $120K;Blue;34;6;2;8206;763;7443;1715;43;
710522433;Existing Customer;65;M;0;Graduate;Married;Less than $40K;Blue;46;3;2;2416;1499;917;2372;53;
779046408;Existing Customer;60;M;0;Graduate;Married;$40K - $60K;Blue;41;3;2;2458;1880;578;1238;30;
708595158;Existing Customer;27;F;0;Graduate;Single;Less than $40K;Blue;36;6;1;1677;1598;79;2389;43;
757266933;Existing Customer;52;M;2;Post-Graduate;Married;$60K - $80K;Blue;45;4;1;11819;929;10890;2431;46;
816776283;Existing Customer;42;M;4;High School;Unknown;$80K - $120K;Gold;37;5;1;34516;1797;32719;1534;30;
719904333;Existing Customer;29;M;0;Graduate;Married;$40K - $60K;Blue;36;3;3;1459;590;869;2229;52;
718264233;Existing Customer;29;M;0;High School;Married;$40K - $60K;Blue;13;4;1;1458;671;787;2449;56;
784798683;Existing Customer;38;M;2;High School;Married;$40K - $60K;Blue;32;3;2;1438.3;0;1438.3;1999;39;
710899833;Attrited Customer;36;M;2;Graduate;Married;$40K - $60K;Blue;18;3;1;7758;1408;6350;569;23;
780025908;Existing Customer;40;F;2;Post-Graduate;Married;Less than $40K;Silver;30;4;2;10836;1932;8904;1293;31;
713610033;Existing Customer;47;M;3;Post-Graduate;Single;$60K - $80K;Blue;36;5;3;5062;1996;3066;1314;40;
709364433;Existing Customer;36;F;3;High School;Married;Unknown;Blue;30;6;2;3399;2173;1226;1571;34;
713086908;Existing Customer;26;M;0;High School;Single;$40K - $60K;Blue;36;5;2;2212;1670;542;2520;51;
709793133;Existing Customer;43;F;2;Unknown;Single;$40K - $60K;Blue;36;6;1;3186;2470;716;1531;37;
710032608;Existing Customer;52;F;1;Graduate;Single;Less than $40K;Blue;32;3;1;5927;2320;3607;1558;46;
779351208;Existing Customer;49;M;2;Unknown;Single;$60K - $80K;Blue;34;4;1;5176;0;5176;1902;56;
719776608;Existing Customer;50;M;2;Graduate;Married;$80K - $120K;Blue;37;3;1;3126;0;3126;1388;41;
709220583;Existing Customer;34;M;3;Graduate;Divorced;$80K - $120K;Blue;21;6;4;4670;0;4670;2256;56;
719555733;Existing Customer;53;F;2;Uneducated;Married;Unknown;Blue;36;4;3;2162;1592;570;1736;42;
740852733;Existing Customer;49;M;3;High School;Married;$80K - $120K;Blue;42;4;1;10155;1805;8350;1685;49;
709528308;Existing Customer;53;M;4;High School;Married;$80K - $120K;Blue;46;4;2;15242;1170;14072;1876;57;
715127208;Existing Customer;48;M;3;Doctorate;Divorced;$120K +;Blue;36;4;3;34516;2517;31999;1699;48;
817144458;Existing Customer;32;F;2;Graduate;Single;Less than $40K;Blue;17;5;1;1438.3;1228;210.3;2580;67;
710628783;Existing Customer;38;M;4;High School;Single;$80K - $120K;Gold;36;6;1;34516;1140;33376;1445;45;
772145658;Existing Customer;43;M;4;Uneducated;Single;$80K - $120K;Blue;32;4;1;16043;2036;14007;1394;28;
739594758;Attrited Customer;51;F;2;Graduate;Single;Less than $40K;Blue;44;6;3;3181;2517;664;818;16;
789198708;Existing Customer;58;M;3;Graduate;Married;$120K +;Blue;47;3;1;27088;0;27088;1135;24;
720953658;Existing Customer;59;F;0;Graduate;Married;Less than $40K;Blue;36;5;3;5688;914;4774;1824;53;
771330558;Existing Customer;51;M;4;High School;Married;$60K - $80K;Blue;38;5;2;10462;1824;8638;1267;31;
714078558;Attrited Customer;62;F;1;High School;Married;$40K - $60K;Blue;53;2;1;5249;0;5249;1315;31;
712207683;Existing Customer;38;M;0;Unknown;Divorced;Less than $40K;Blue;36;3;3;5155;684;4471;1555;37;
788826408;Existing Customer;33;M;1;Uneducated;Married;$120K +;Blue;16;6;1;10705;1352;9353;2434;58;
790128033;Existing Customer;54;M;3;High School;Single;$80K - $120K;Blue;47;3;1;16494;1348;15146;1302;36;
718082208;Existing Customer;37;F;1;Graduate;Married;$40K - $60K;Blue;30;5;3;6469;2351;4118;1717;50;
712037358;Existing Customer;30;M;0;Unknown;Married;$60K - $80K;Blue;23;3;3;5146;1773;3373;1509;45;
711711483;Existing Customer;61;M;0;High School;Married;$80K - $120K;Blue;50;4;1;2800;2448;352;1433;40;
718861458;Existing Customer;49;M;5;Unknown;Single;$60K - $80K;Blue;36;6;1;5159;1532;3627;1826;37;
709426608;Existing Customer;56;M;1;Doctorate;Married;$60K - $80K;Blue;46;5;2;5248;1816;3432;2305;45;
811457058;Existing Customer;51;F;3;Post-Graduate;Married;Less than $40K;Blue;46;5;3;5881;2005;3876;1931;56;
773073558;Existing Customer;44;F;3;Graduate;Divorced;Less than $40K;Blue;36;6;3;1467;896;571;1731;54;
715937133;Existing Customer;64;F;1;Uneducated;Married;$40K - $60K;Blue;52;6;2;4999;2299;2700;1601;48;
713480583;Existing Customer;46;F;3;High School;Married;Unknown;Blue;36;5;2;4668;0;4668;1612;47;
716383683;Existing Customer;39;F;2;Post-Graduate;Unknown;Less than $40K;Blue;36;4;3;1438.3;0;1438.3;1338;28;
713693958;Existing Customer;38;F;1;Uneducated;Single;Less than $40K;Blue;27;6;3;8638;0;8638;1295;29;
715443708;Existing Customer;53;M;1;Uneducated;Married;$120K +;Blue;45;5;1;9343;1286;8057;1385;31;
770769483;Existing Customer;35;M;2;Post-Graduate;Married;$40K - $60K;Blue;21;3;1;2256;775;1481;1749;33;
789326808;Existing Customer;26;M;0;College;Single;$60K - $80K;Blue;15;5;1;8267;1720;6547;1917;37;
712105533;Existing Customer;32;M;2;High School;Single;$40K - $60K;Blue;20;6;3;2235;1638;597;2905;56;
720674133;Existing Customer;36;M;1;Uneducated;Married;$40K - $60K;Blue;16;5;3;3735;2027;1708;1672;48;
779216358;Attrited Customer;48;M;2;College;Married;$80K - $120K;Blue;38;2;2;2111;0;2111;773;17;
717322833;Existing Customer;55;M;2;Unknown;Single;$80K - $120K;Blue;36;5;2;10604;1988;8616;1578;30;
710279508;Existing Customer;52;M;2;Graduate;Married;$80K - $120K;Blue;42;5;3;21782;1006;20776;1537;35;
712168833;Existing Customer;52;F;1;High School;Married;Less than $40K;Blue;36;6;3;2133;1469;664;1426;37;
780581508;Existing Customer;58;F;1;Doctorate;Single;$40K - $60K;Silver;47;5;2;16677;1590;15087;1410;37;
711957708;Existing Customer;38;F;2;Graduate;Married;Less than $40K;Blue;36;6;3;2717;1591;1126;2064;33;
778782858;Existing Customer;60;M;1;Graduate;Single;Less than $40K;Blue;48;5;3;3980;930;3050;4449;82;
712924383;Attrited Customer;55;M;3;Unknown;Single;$60K - $80K;Blue;36;3;2;8411;979;7432;990;22;
709366458;Existing Customer;43;F;3;College;Married;Less than $40K;Blue;36;3;2;2227;1394;833;1972;41;
796990908;Existing Customer;35;M;3;Post-Graduate;Single;$80K - $120K;Silver;29;5;3;34516;1872;32644;2227;61;
715702758;Existing Customer;38;F;4;Graduate;Married;Less than $40K;Blue;36;4;3;1860;0;1860;1731;29;
788974608;Existing Customer;48;M;3;Graduate;Unknown;$60K - $80K;Blue;35;5;1;2829;2342;487;1561;41;
714790008;Existing Customer;38;F;1;Unknown;Single;Less than $40K;Blue;36;3;2;3764;0;3764;1572;57;
787438983;Existing Customer;43;M;3;College;Single;$40K - $60K;Blue;23;6;2;4559;1664;2895;1652;37;
713834358;Existing Customer;36;F;2;Post-Graduate;Married;Less than $40K;Blue;25;5;3;4701;1492;3209;1679;32;
710084883;Existing Customer;34;M;2;College;Married;$80K - $120K;Blue;22;4;2;1631;0;1631;2962;57;
710736558;Existing Customer;39;F;2;Unknown;Married;Unknown;Blue;36;4;3;8096;1474;6622;1794;41;
788915283;Existing Customer;43;F;2;College;Single;Less than $40K;Blue;29;5;1;2304;1589;715;1273;36;
714916758;Existing Customer;48;F;2;Uneducated;Married;$40K - $60K;Blue;36;3;3;5210;0;5210;1309;45;
789611283;Existing Customer;44;M;4;Graduate;Married;$40K - $60K;Blue;38;5;2;5452;2091;3361;1347;30;
773288958;Existing Customer;38;M;1;Graduate;Married;$60K - $80K;Blue;31;6;3;7475;1473;6002;1592;30;
811721133;Existing Customer;62;M;1;High School;Married;$40K - $60K;Blue;56;5;3;2359;1242;1117;2021;50;
813961233;Existing Customer;30;M;0;Unknown;Single;$80K - $120K;Blue;25;5;2;4237;1676;2561;2465;88;
783020958;Existing Customer;39;M;3;Unknown;Married;$80K - $120K;Blue;33;6;6;18582;794;17788;1836;46;
715764483;Existing Customer;53;F;3;High School;Unknown;Less than $40K;Blue;37;3;2;7202;974;6228;1397;33;
798110358;Existing Customer;64;F;1;High School;Married;$40K - $60K;Blue;56;4;2;1438.3;0;1438.3;1417;35;
715745508;Existing Customer;51;F;4;Graduate;Single;Unknown;Blue;34;3;1;11221;1279;9942;1564;45;
714350658;Existing Customer;32;M;1;Graduate;Single;Unknown;Blue;26;6;3;18889;1880;17009;2979;55;
826478958;Existing Customer;52;M;1;College;Married;$80K - $120K;Blue;48;4;3;2066;1601;465;1578;41;
719127558;Existing Customer;43;M;2;High School;Divorced;$80K - $120K;Blue;31;6;2;34516;1075;33441;3015;65;
712454958;Existing Customer;40;M;5;Graduate;Single;$60K - $80K;Blue;27;6;1;2742;1416;1326;1539;38;
718561458;Existing Customer;54;M;1;High School;Married;$60K - $80K;Blue;36;4;1;20050;1225;18825;1306;26;
822984108;Existing Customer;34;F;4;High School;Single;Less than $40K;Blue;30;4;1;3046;2279;767;2330;69;
719469333;Existing Customer;33;F;1;High School;Single;Less than $40K;Blue;25;6;3;6193;695;5498;2456;69;
720871383;Existing Customer;36;M;2;Graduate;Married;$80K - $120K;Blue;28;5;3;5634;1996;3638;2366;49;
788827308;Existing Customer;65;M;1;Graduate;Married;Less than $40K;Blue;50;6;2;4507;1574;2933;1793;38;
710180958;Existing Customer;43;M;3;High School;Single;$40K - $60K;Blue;33;5;2;3040;2517;523;1598;31;
778346283;Existing Customer;53;M;0;Graduate;Married;$120K +;Blue;33;4;3;21006;1905;19101;1856;57;
787547208;Existing Customer;48;F;3;College;Single;Less than $40K;Blue;38;3;3;7326;1710;5616;1852;62;
714983283;Attrited Customer;39;F;3;High School;Single;Less than $40K;Blue;36;6;1;3651;0;3651;862;19;
789344358;Existing Customer;57;F;1;Unknown;Married;Less than $40K;Blue;47;4;1;3416;2468;948;1536;42;
710406633;Attrited Customer;51;F;3;Uneducated;Married;Unknown;Blue;36;3;3;3664;0;3664;1168;31;
767653233;Existing Customer;48;M;3;Graduate;Married;$60K - $80K;Blue;42;6;1;6085;930;5155;3154;59;
719461008;Existing Customer;51;M;2;High School;Married;$60K - $80K;Blue;38;5;3;22332;1748;20584;1318;28;
789731433;Existing Customer;26;F;0;Unknown;Single;Less than $40K;Blue;13;4;2;2063;1390;673;2602;42;
775198608;Existing Customer;38;F;2;Graduate;Married;Less than $40K;Blue;32;5;3;4429;0;4429;1970;40;
717567333;Existing Customer;35;M;3;Graduate;Married;$60K - $80K;Blue;26;6;3;3991;1982;2009;1661;35;
772794108;Existing Customer;46;F;3;Doctorate;Single;Less than $40K;Blue;36;5;1;2201;651;1550;3165;65;
712072908;Existing Customer;48;M;4;College;Single;$80K - $120K;Blue;36;4;3;2852;736;2116;1382;40;
709328733;Existing Customer;49;F;2;Uneducated;Married;Less than $40K;Blue;37;6;3;9723;2459;7264;1258;24;
788107683;Existing Customer;35;M;4;High School;Married;$40K - $60K;Blue;27;6;2;5325;1318;4007;1814;43;
713757633;Existing Customer;65;F;0;Unknown;Married;$40K - $60K;Blue;56;3;2;7427;1303;6124;1596;42;
713279808;Existing Customer;53;M;2;Unknown;Married;$60K - $80K;Blue;36;6;3;5619;1310;4309;1816;30;
712440483;Existing Customer;54;F;2;Uneducated;Married;Less than $40K;Blue;44;3;1;5413;1836;3577;1164;43;
715078383;Existing Customer;64;F;0;Graduate;Married;Unknown;Blue;36;3;1;7646;1010;6636;1667;47;
709214358;Existing Customer;39;F;3;Graduate;Divorced;Unknown;Blue;30;3;3;2420;1422;998;1362;24;
778399008;Existing Customer;50;M;0;High School;Married;$80K - $120K;Blue;30;3;4;4252;0;4252;1598;45;
811534983;Existing Customer;54;F;3;Graduate;Married;Less than $40K;Blue;49;5;2;2031;1069;962;1943;47;
719728383;Existing Customer;38;F;4;Graduate;Married;Unknown;Blue;28;4;1;6861;1598;5263;2228;39;
718726833;Existing Customer;39;M;1;High School;Married;$80K - $120K;Blue;28;4;2;3327;0;3327;1665;36;
780605508;Existing Customer;53;M;1;Unknown;Married;$40K - $60K;Blue;41;5;1;2885;1433;1452;1170;23;
719450508;Existing Customer;53;M;2;High School;Married;$120K +;Blue;41;4;3;7272;2037;5235;2333;56;
711213108;Existing Customer;32;M;1;College;Divorced;$80K - $120K;Blue;36;5;3;34516;0;34516;2305;60;
708488208;Existing Customer;57;F;3;Uneducated;Married;Less than $40K;Blue;47;5;3;2515;1922;593;2231;58;
717206508;Existing Customer;65;F;0;High School;Married;Less than $40K;Blue;36;3;2;2798;1806;992;1543;35;
821836008;Existing Customer;57;M;2;Uneducated;Single;$80K - $120K;Blue;53;5;2;34516;2099;32417;1233;26;
807244983;Existing Customer;65;F;0;College;Married;Less than $40K;Blue;56;6;1;1438.3;680;758.3;2283;55;
821872758;Existing Customer;65;M;0;High School;Single;Less than $40K;Silver;56;4;2;12609;2517;10092;2121;49;
809959683;Existing Customer;55;M;2;College;Married;$80K - $120K;Blue;50;4;2;19159;2108;17051;1813;52;
715079208;Existing Customer;54;M;1;College;Married;$80K - $120K;Blue;42;4;1;9642;2517;7125;1401;35;
767049258;Existing Customer;44;M;4;High School;Single;$120K +;Blue;37;5;3;8396;1672;6724;1475;35;
709579383;Existing Customer;58;M;1;Uneducated;Married;$80K - $120K;Blue;50;5;3;6978;1148;5830;1362;26;
781923483;Existing Customer;53;F;1;College;Married;$40K - $60K;Blue;47;3;3;2459;1733;726;2309;62;
718654533;Existing Customer;33;F;1;High School;Single;Less than $40K;Silver;24;5;2;12956;0;12956;2492;56;
716169258;Existing Customer;47;F;5;Graduate;Married;Less than $40K;Blue;39;3;3;7128;1560;5568;1468;44;
713908683;Existing Customer;51;M;1;Unknown;Single;$80K - $120K;Blue;41;6;2;18749;1314;17435;1381;33;
708212658;Existing Customer;38;F;3;Graduate;Married;Less than $40K;Blue;18;6;3;2193;1260;933;1799;47;
756013833;Existing Customer;57;M;3;Doctorate;Married;$80K - $120K;Blue;50;3;2;4522;1861;2661;1806;38;
719358333;Existing Customer;36;M;4;Uneducated;Married;$40K - $60K;Blue;28;3;1;2157;574;1583;1663;33;
713735508;Existing Customer;35;M;3;Uneducated;Married;$80K - $120K;Blue;25;3;1;11927;675;11252;1986;36;
805259733;Existing Customer;55;F;2;Unknown;Married;Unknown;Blue;50;6;1;11341;0;11341;1731;46;
738749733;Existing Customer;57;F;4;Doctorate;Married;Unknown;Blue;47;4;3;7345;1814;5531;1390;30;
814833408;Existing Customer;56;M;2;Doctorate;Married;$60K - $80K;Blue;51;3;3;6036;1409;4627;1741;45;
719182308;Existing Customer;38;F;2;High School;Single;Less than $40K;Blue;27;6;1;2096;1567;529;1559;49;
818497758;Existing Customer;54;F;3;Graduate;Married;Less than $40K;Blue;49;4;1;1906;1271;635;1343;37;
719518308;Existing Customer;48;M;2;Unknown;Unknown;$80K - $120K;Blue;35;5;2;5039;0;5039;1390;23;
709991883;Attrited Customer;53;M;1;Graduate;Married;$80K - $120K;Blue;42;2;1;6214;1147;5067;938;35;
770901258;Existing Customer;30;F;1;Graduate;Married;Less than $40K;Blue;17;3;1;1512;810;702;2558;44;
711499158;Existing Customer;47;M;2;Uneducated;Married;$80K - $120K;Silver;38;4;3;34516;733;33783;3018;60;
720445533;Existing Customer;60;F;1;College;Married;Less than $40K;Blue;53;4;3;3346;922;2424;1276;21;
809951133;Attrited Customer;54;M;3;College;Single;$120K +;Blue;49;3;2;34516;0;34516;2115;24;
714657108;Existing Customer;37;F;2;Uneducated;Married;Less than $40K;Blue;28;5;2;6660;1362;5298;2660;51;
789048858;Existing Customer;32;F;1;Post-Graduate;Married;Less than $40K;Blue;20;5;2;2234;1865;369;2115;59;
771816408;Existing Customer;44;F;4;Uneducated;Married;Less than $40K;Blue;33;5;4;9671;704;8967;2955;66;
798158808;Existing Customer;53;F;1;College;Single;$40K - $60K;Blue;47;5;3;6605;1479;5126;2017;47;
787685658;Existing Customer;43;M;2;High School;Divorced;$80K - $120K;Blue;33;4;3;3083;1898;1185;1448;30;
720141408;Attrited Customer;49;F;2;Graduate;Single;Less than $40K;Blue;31;5;1;5456;951;4505;1096;27;
788699808;Existing Customer;38;F;4;Unknown;Single;Unknown;Blue;14;4;1;4394;0;4394;1538;43;
708216108;Existing Customer;56;F;1;College;Married;$40K - $60K;Blue;44;5;1;4088;1557;2531;2250;39;
715074258;Existing Customer;26;F;0;Graduate;Single;$40K - $60K;Blue;36;5;3;3930;0;3930;2067;42;
771653583;Existing Customer;58;M;1;High School;Married;$60K - $80K;Blue;46;3;2;4188;1147;3041;1276;25;
717374358;Existing Customer;33;M;1;Unknown;Married;$60K - $80K;Blue;22;3;3;3637;1998;1639;2161;56;
720836808;Existing Customer;35;M;3;High School;Single;$80K - $120K;Blue;28;4;2;11521;1147;10374;2260;68;
818701383;Existing Customer;37;M;3;High School;Married;$60K - $80K;Blue;32;6;2;2253;1667;586;1641;45;
717277833;Existing Customer;27;F;1;Graduate;Single;Unknown;Blue;13;6;2;2339;2080;259;2294;45;
778137108;Existing Customer;43;M;4;High School;Single;$80K - $120K;Blue;37;6;1;30503;2517;27986;1860;47;
720973833;Existing Customer;49;M;2;Graduate;Divorced;$60K - $80K;Blue;36;5;3;4596;0;4596;2872;62;
768490458;Attrited Customer;49;M;2;Uneducated;Married;$80K - $120K;Blue;43;1;3;5701;2517;3184;961;32;
751487358;Existing Customer;39;F;3;Graduate;Married;Less than $40K;Blue;32;5;6;3221;0;3221;1765;40;
712742808;Existing Customer;41;F;3;Uneducated;Married;Less than $40K;Blue;29;5;3;3022;1142;1880;1184;21;
712820208;Existing Customer;32;F;0;High School;Divorced;Less than $40K;Blue;36;5;2;2699;1609;1090;2141;56;
794649858;Existing Customer;58;F;1;Uneducated;Married;Less than $40K;Blue;39;3;3;2210;1624;586;1287;37;
755262933;Existing Customer;56;M;2;Post-Graduate;Married;$60K - $80K;Blue;49;5;3;1438.3;0;1438.3;1446;38;
709541433;Existing Customer;37;M;2;Graduate;Married;Less than $40K;Blue;36;3;3;2041;1687;354;1555;45;
820622433;Existing Customer;39;M;1;High School;Married;$120K +;Blue;34;4;2;3250;1698;1552;2006;58;
712586583;Existing Customer;26;F;0;Graduate;Single;$40K - $60K;Blue;13;6;3;1643;1101;542;2152;50;
709816158;Existing Customer;31;F;1;Unknown;Single;Unknown;Silver;36;4;3;34516;0;34516;2183;60;
712196508;Attrited Customer;46;F;3;High School;Single;Unknown;Blue;34;4;3;29543;1164;28379;1015;27;
767269908;Existing Customer;36;M;2;College;Married;$120K +;Blue;29;6;3;3158;0;3158;2973;63;
710927733;Existing Customer;39;M;1;Unknown;Married;$80K - $120K;Blue;36;6;2;2899;1999;900;1687;35;
711310908;Existing Customer;53;F;4;College;Married;Less than $40K;Blue;36;4;1;2972;2160;812;2552;62;
788862333;Existing Customer;38;F;3;Uneducated;Married;Less than $40K;Blue;23;6;2;5645;0;5645;1527;32;
713194608;Existing Customer;37;M;2;Graduate;Married;Less than $40K;Blue;36;6;3;2463;1751;712;2171;58;
793550958;Existing Customer;47;F;2;Graduate;Married;Less than $40K;Blue;41;5;3;1438.3;0;1438.3;1501;40;
712607583;Existing Customer;56;M;1;College;Divorced;$80K - $120K;Blue;36;3;3;34516;1477;33039;2395;50;
713921058;Existing Customer;55;F;3;High School;Married;Less than $40K;Blue;48;6;2;2897;1601;1296;1337;25;
709183683;Existing Customer;31;F;0;Uneducated;Single;Less than $40K;Blue;36;4;2;5391;0;5391;1971;56;
713407458;Existing Customer;62;F;0;Graduate;Single;Unknown;Blue;36;5;2;2870;2284;586;3946;74;
715241583;Existing Customer;34;M;3;High School;Married;$120K +;Blue;25;3;2;23959;2517;21442;1870;45;
710475408;Existing Customer;33;M;3;High School;Married;$60K - $80K;Blue;25;5;2;14918;2028;12890;2171;35;
708971583;Existing Customer;38;F;2;Uneducated;Single;Less than $40K;Blue;29;3;3;3590;1924;1666;1472;37;
714547458;Existing Customer;65;M;0;Graduate;Married;$40K - $60K;Blue;56;3;3;2297;0;2297;1941;51;
827631483;Existing Customer;57;M;1;High School;Married;$80K - $120K;Blue;53;3;2;25058;1710;23348;2053;55;
711159108;Attrited Customer;58;F;0;High School;Married;Less than $40K;Blue;36;3;2;7418;396;7022;911;26;
789262683;Existing Customer;60;M;1;Unknown;Divorced;$40K - $60K;Blue;49;4;3;3012;0;3012;1315;23;
712940508;Existing Customer;39;M;3;Unknown;Single;$40K - $60K;Blue;24;3;1;4562;1721;2841;1896;50;
789733008;Existing Customer;39;F;2;High School;Married;Unknown;Blue;27;6;2;10723;1529;9194;2938;63;
714703158;Existing Customer;39;F;2;High School;Married;Less than $40K;Blue;36;6;2;1578;760;818;2017;43;
710255208;Existing Customer;60;M;0;Uneducated;Married;Less than $40K;Blue;49;4;2;2094;1560;534;1969;41;
779236083;Existing Customer;37;F;3;High School;Married;Less than $40K;Blue;19;5;1;4138;0;4138;2420;50;
713438358;Existing Customer;41;F;4;Graduate;Married;Unknown;Blue;30;3;1;5417;1904;3513;1768;56;
715973583;Existing Customer;56;M;3;Uneducated;Married;$120K +;Blue;36;6;3;34516;1047;33469;1378;30;
794113758;Existing Customer;60;M;0;High School;Married;$60K - $80K;Blue;54;6;1;9592;1968;7624;1821;55;
709452633;Existing Customer;56;F;4;High School;Single;Less than $40K;Blue;36;3;1;8881;2145;6736;2027;49;
788210583;Existing Customer;62;M;0;College;Married;$40K - $60K;Blue;54;3;3;1438.3;0;1438.3;1843;49;
717784983;Existing Customer;41;F;2;Uneducated;Married;Less than $40K;Blue;33;3;3;3893;1157;2736;1536;39;
